id,lesson_id,stage_id,route_id,title,drill_type,target_skill,skill_category,difficulty,order_index,prerequisites,instructions,coach_cues,expected_mistakes,correction_cues,pass_criteria,fail_criteria,repetition_count,suggested_duration,rest_duration,scoring_logic,mastery_threshold,safety_notes
D032,S1_L06,S1,R3,Melody Echo 6,melody_echo,note_sequence_memory,melody_recall,easy,2,"[""D031""]","Listen to the short pattern once or twice, then echo it back in order. Use the reference replay if needed.","[""follow the contour"", ""wait for the start cue""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 72 OR low_confidence_cap_triggered,6,2m 40s,30s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",72,"[""stay in speech-like volume on first tries""]"
D033,S1_L06,S1,R1,Center the Pitch 6,match_note,single_note_matching,pitch_accuracy,easy,3,"[""D032""]","Listen to the reference, then sing the same pitch and settle in the center. Use the reference replay if needed.","[""listen first, then sing"", ""adjust slowly not suddenly""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 72 OR low_confidence_cap_triggered,4,2m 50s,30s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",72,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D034,S1_L06,S1,R4,Safe Short Run 6,confidence_rep,recording_confidence,performance_confidence,easy,4,"[""D033""]",Complete the short rep from start to finish without stopping yourself. Use the reference replay if needed.,"[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 72 OR low_confidence_cap_triggered,4,3m 0s,30s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",72,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D035,S1_L06,S1,R3,Interval Echo 6,interval_jump,mixed_interval_recall,interval_accuracy,easy,5,"[""D034""]","Hear both notes, then sing the jump cleanly without sliding unless told. Use the reference replay if needed.","[""hear both notes in your head"", ""keep the jump light""]","[""wrong direction"", ""undershooting the jump"", ""forgetting the first note center""]","[""hear both notes before singing"", ""anchor the first pitch"", ""keep the jump light not forced""]",score >= threshold AND interval_size_error_semitones <= 1,score < 72 OR low_confidence_cap_triggered,6,3m 10s,30s,"{""weights"": {""accuracy"": 0.35, ""control"": 0.25, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""note1_abs_cents"", ""note2_abs_cents"", ""interval_size_error_semitones"", ""correct_direction"", ""stability_stddev_cents_note2""], ""pass_rule"": ""score >= threshold AND interval_size_error_semitones <= 1""}",72,"[""reduce range if the leap feels strained""]"
D036,S1_L06,S1,R4,Support the Note 6,sustain_hold,sustain_control,pitch_stability,easy,6,"[""D035""]",Sing the target note and keep it steady for the full hold. Use the reference replay if needed.,"[""steady airflow"", ""keep the sound calm and centered""]","[""pitch drift"", ""running out of air early"", ""jaw tension""]","[""steady your airflow"", ""release the jaw and tongue"", ""aim for a smaller steadier sound""]",score >= threshold AND held_duration_ms >= target_hold_ms * 0.8; target_hold_ms = 2500,score < 72 OR low_confidence_cap_triggered,3,3m 20s,30s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.15}, ""metrics"": [""mean_abs_cents"", ""stability_stddev_cents"", ""held_duration_ms"", ""time_in_good_zone_ms"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND held_duration_ms >= target_hold_ms * 0.8""}",72,"[""do not force extra seconds"", ""rest if you feel breathless""]"
D037,S2_L01,S2,R2,Reference Match 1,match_note,single_note_matching,pitch_accuracy,easy,1,[],"Listen to the reference, then sing the same pitch and settle in the center. Use the reference replay if needed.","[""listen first, then sing"", ""adjust slowly not suddenly""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 76 OR low_confidence_cap_triggered,5,3m 0s,35s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",76,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D038,S2_L01,S2,R1,Glide into Tune 1,pitch_slide,pitch_entry,pitch_accuracy,medium,2,"[""D037""]","Start below or above the target as prompted, then slide smoothly into tune. Use the reference replay if needed.","[""move continuously"", ""arrive before you hold""]","[""jumping instead of sliding"", ""overshooting above target"", ""uneven airflow""]","[""move continuously not abruptly"", ""arrive and settle before holding"", ""let the breath stay even""]",score >= threshold AND correct_direction = true,score < 76 OR low_confidence_cap_triggered,6,3m 10s,35s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.2}, ""metrics"": [""entry_time_ms"", ""hold_after_entry_ms"", ""slide_jerk_index"", ""correct_direction"", ""final_abs_cents""], ""pass_rule"": ""score >= threshold AND correct_direction = true""}",76,"[""keep slides in a comfortable range"", ""avoid pushing volume at the top of the slide""]"
D039,S2_L01,S2,R2,Hear and Match 1,match_note,single_note_matching,pitch_accuracy,medium,3,"[""D038""]","Listen to the reference, then sing the same pitch and settle in the center. Use the reference replay if needed.","[""listen first, then sing"", ""adjust slowly not suddenly""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 76 OR low_confidence_cap_triggered,4,3m 20s,35s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",76,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D040,S2_L01,S2,R4,Hold and Stay 1,sustain_hold,sustain_control,pitch_stability,medium,4,"[""D039""]",Sing the target note and keep it steady for the full hold. Use the reference replay if needed.,"[""steady airflow"", ""keep the sound calm and centered""]","[""pitch drift"", ""running out of air early"", ""jaw tension""]","[""steady your airflow"", ""release the jaw and tongue"", ""aim for a smaller steadier sound""]",score >= threshold AND held_duration_ms >= target_hold_ms * 0.8; target_hold_ms = 3000,score < 76 OR low_confidence_cap_triggered,4,3m 30s,35s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.15}, ""metrics"": [""mean_abs_cents"", ""stability_stddev_cents"", ""held_duration_ms"", ""time_in_good_zone_ms"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND held_duration_ms >= target_hold_ms * 0.8""}",76,"[""do not force extra seconds"", ""rest if you feel breathless""]"
D041,S2_L01,S2,R4,Light Jump 1,interval_jump,mixed_interval_recall,interval_accuracy,medium,5,"[""D040""]","Hear both notes, then sing the jump cleanly without sliding unless told. Use the reference replay if needed.","[""hear both notes in your head"", ""keep the jump light""]","[""wrong direction"", ""undershooting the jump"", ""forgetting the first note center""]","[""hear both notes before singing"", ""anchor the first pitch"", ""keep the jump light not forced""]",score >= threshold AND interval_size_error_semitones <= 1,score < 76 OR low_confidence_cap_triggered,6,3m 40s,35s,"{""weights"": {""accuracy"": 0.35, ""control"": 0.25, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""note1_abs_cents"", ""note2_abs_cents"", ""interval_size_error_semitones"", ""correct_direction"", ""stability_stddev_cents_note2""], ""pass_rule"": ""score >= threshold AND interval_size_error_semitones <= 1""}",76,"[""reduce range if the leap feels strained""]"
D042,S2_L01,S2,R3,Commit and Complete 1,confidence_rep,recording_confidence,performance_confidence,medium,6,"[""D041""]",Complete the short rep from start to finish without stopping yourself. Use the reference replay if needed.,"[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 76 OR low_confidence_cap_triggered,3,3m 50s,35s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",76,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D043,S2_L02,S2,R2,Long Tone 2,sustain_hold,sustain_control,pitch_stability,easy,1,[],Sing the target note and keep it steady for the full hold. Use the reference replay if needed.,"[""steady airflow"", ""keep the sound calm and centered""]","[""pitch drift"", ""running out of air early"", ""jaw tension""]","[""steady your airflow"", ""release the jaw and tongue"", ""aim for a smaller steadier sound""]",score >= threshold AND held_duration_ms >= target_hold_ms * 0.8; target_hold_ms = 2500,score < 76 OR low_confidence_cap_triggered,4,3m 0s,35s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.15}, ""metrics"": [""mean_abs_cents"", ""stability_stddev_cents"", ""held_duration_ms"", ""time_in_good_zone_ms"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND held_duration_ms >= target_hold_ms * 0.8""}",76,"[""do not force extra seconds"", ""rest if you feel breathless""]"
D044,S2_L02,S2,R1,Stable Sustain 2,sustain_hold,sustain_control,pitch_stability,medium,2,"[""D043""]",Sing the target note and keep it steady for the full hold. Use the reference replay if needed.,"[""steady airflow"", ""keep the sound calm and centered""]","[""pitch drift"", ""running out of air early"", ""jaw tension""]","[""steady your airflow"", ""release the jaw and tongue"", ""aim for a smaller steadier sound""]",score >= threshold AND held_duration_ms >= target_hold_ms * 0.8; target_hold_ms = 3000,score < 76 OR low_confidence_cap_triggered,5,3m 10s,35s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.15}, ""metrics"": [""mean_abs_cents"", ""stability_stddev_cents"", ""held_duration_ms"", ""time_in_good_zone_ms"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND held_duration_ms >= target_hold_ms * 0.8""}",76,"[""do not force extra seconds"", ""rest if you feel breathless""]"
D045,S2_L02,S2,R2,Hold and Stay 2,sustain_hold,sustain_control,pitch_stability,medium,3,"[""D044""]",Sing the target note and keep it steady for the full hold. Use the reference replay if needed.,"[""steady airflow"", ""keep the sound calm and centered""]","[""pitch drift"", ""running out of air early"", ""jaw tension""]","[""steady your airflow"", ""release the jaw and tongue"", ""aim for a smaller steadier sound""]",score >= threshold AND held_duration_ms >= target_hold_ms * 0.8; target_hold_ms = 3500,score < 76 OR low_confidence_cap_triggered,3,3m 20s,35s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.15}, ""metrics"": [""mean_abs_cents"", ""stability_stddev_cents"", ""held_duration_ms"", ""time_in_good_zone_ms"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND held_duration_ms >= target_hold_ms * 0.8""}",76,"[""do not force extra seconds"", ""rest if you feel breathless""]"
D046,S2_L02,S2,R4,Volume Without Drift 2,dynamic_control,crescendo_diminuendo,dynamics,medium,4,"[""D045""]",Follow the on-screen volume curve while keeping pitch stable. Use the reference replay if needed.,"[""shape with breath, not force"", ""keep the vowel stable""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 76 OR low_confidence_cap_triggered,4,3m 30s,35s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",76,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D047,S2_L02,S2,R4,Match and Hold 2,match_note,single_note_matching,pitch_accuracy,medium,5,"[""D046""]","Listen to the reference, then sing the same pitch and settle in the center. Use the reference replay if needed.","[""listen first, then sing"", ""adjust slowly not suddenly""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 76 OR low_confidence_cap_triggered,6,3m 40s,35s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",76,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D048,S2_L02,S2,R3,Low-Pressure Rep 2,confidence_rep,recording_confidence,performance_confidence,medium,6,"[""D047""]",Complete the short rep from start to finish without stopping yourself. Use the reference replay if needed.,"[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 76 OR low_confidence_cap_triggered,3,3m 50s,35s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",76,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D049,S2_L03,S2,R2,Upward Slide 3,pitch_slide,pitch_entry,pitch_accuracy,easy,1,[],"Start below or above the target as prompted, then slide smoothly into tune. Use the reference replay if needed.","[""move continuously"", ""arrive before you hold""]","[""jumping instead of sliding"", ""overshooting above target"", ""uneven airflow""]","[""move continuously not abruptly"", ""arrive and settle before holding"", ""let the breath stay even""]",score >= threshold AND correct_direction = true,score < 76 OR low_confidence_cap_triggered,5,3m 0s,35s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.2}, ""metrics"": [""entry_time_ms"", ""hold_after_entry_ms"", ""slide_jerk_index"", ""correct_direction"", ""final_abs_cents""], ""pass_rule"": ""score >= threshold AND correct_direction = true""}",76,"[""keep slides in a comfortable range"", ""avoid pushing volume at the top of the slide""]"
D050,S2_L03,S2,R1,Downward Slide 3,pitch_slide,pitch_entry,pitch_accuracy,medium,2,"[""D049""]","Start below or above the target as prompted, then slide smoothly into tune. Use the reference replay if needed.","[""move continuously"", ""arrive before you hold""]","[""jumping instead of sliding"", ""overshooting above target"", ""uneven airflow""]","[""move continuously not abruptly"", ""arrive and settle before holding"", ""let the breath stay even""]",score >= threshold AND correct_direction = true,score < 76 OR low_confidence_cap_triggered,6,3m 10s,35s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.2}, ""metrics"": [""entry_time_ms"", ""hold_after_entry_ms"", ""slide_jerk_index"", ""correct_direction"", ""final_abs_cents""], ""pass_rule"": ""score >= threshold AND correct_direction = true""}",76,"[""keep slides in a comfortable range"", ""avoid pushing volume at the top of the slide""]"
D051,S2_L03,S2,R2,Pitch Lock 3,match_note,single_note_matching,pitch_accuracy,medium,3,"[""D050""]","Listen to the reference, then sing the same pitch and settle in the center. Use the reference replay if needed.","[""listen first, then sing"", ""adjust slowly not suddenly""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 76 OR low_confidence_cap_triggered,4,3m 20s,35s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",76,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D052,S2_L03,S2,R4,Directional Interval 3,interval_jump,mixed_interval_recall,interval_accuracy,medium,4,"[""D051""]","Hear both notes, then sing the jump cleanly without sliding unless told. Use the reference replay if needed.","[""hear both notes in your head"", ""keep the jump light""]","[""wrong direction"", ""undershooting the jump"", ""forgetting the first note center""]","[""hear both notes before singing"", ""anchor the first pitch"", ""keep the jump light not forced""]",score >= threshold AND interval_size_error_semitones <= 1,score < 76 OR low_confidence_cap_triggered,5,3m 30s,35s,"{""weights"": {""accuracy"": 0.35, ""control"": 0.25, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""note1_abs_cents"", ""note2_abs_cents"", ""interval_size_error_semitones"", ""correct_direction"", ""stability_stddev_cents_note2""], ""pass_rule"": ""score >= threshold AND interval_size_error_semitones <= 1""}",76,"[""reduce range if the leap feels strained""]"
D053,S2_L03,S2,R4,Steady Hold 3,sustain_hold,sustain_control,pitch_stability,medium,5,"[""D052""]",Sing the target note and keep it steady for the full hold. Use the reference replay if needed.,"[""steady airflow"", ""keep the sound calm and centered""]","[""pitch drift"", ""running out of air early"", ""jaw tension""]","[""steady your airflow"", ""release the jaw and tongue"", ""aim for a smaller steadier sound""]",score >= threshold AND held_duration_ms >= target_hold_ms * 0.8; target_hold_ms = 3500,score < 76 OR low_confidence_cap_triggered,5,3m 40s,35s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.15}, ""metrics"": [""mean_abs_cents"", ""stability_stddev_cents"", ""held_duration_ms"", ""time_in_good_zone_ms"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND held_duration_ms >= target_hold_ms * 0.8""}",76,"[""do not force extra seconds"", ""rest if you feel breathless""]"
D054,S2_L03,S2,R3,Confidence Take 3,confidence_rep,recording_confidence,performance_confidence,medium,6,"[""D053""]",Complete the short rep from start to finish without stopping yourself. Use the reference replay if needed.,"[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 76 OR low_confidence_cap_triggered,3,3m 50s,35s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",76,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D055,S2_L04,S2,R2,Interval Echo 4,interval_jump,mixed_interval_recall,interval_accuracy,easy,1,[],"Hear both notes, then sing the jump cleanly without sliding unless told. Use the reference replay if needed.","[""hear both notes in your head"", ""keep the jump light""]","[""wrong direction"", ""undershooting the jump"", ""forgetting the first note center""]","[""hear both notes before singing"", ""anchor the first pitch"", ""keep the jump light not forced""]",score >= threshold AND interval_size_error_semitones <= 1,score < 76 OR low_confidence_cap_triggered,5,3m 0s,35s,"{""weights"": {""accuracy"": 0.35, ""control"": 0.25, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""note1_abs_cents"", ""note2_abs_cents"", ""interval_size_error_semitones"", ""correct_direction"", ""stability_stddev_cents_note2""], ""pass_rule"": ""score >= threshold AND interval_size_error_semitones <= 1""}",76,"[""reduce range if the leap feels strained""]"
D056,S2_L04,S2,R1,Light Jump 4,interval_jump,mixed_interval_recall,interval_accuracy,medium,2,"[""D055""]","Hear both notes, then sing the jump cleanly without sliding unless told. Use the reference replay if needed.","[""hear both notes in your head"", ""keep the jump light""]","[""wrong direction"", ""undershooting the jump"", ""forgetting the first note center""]","[""hear both notes before singing"", ""anchor the first pitch"", ""keep the jump light not forced""]",score >= threshold AND interval_size_error_semitones <= 1,score < 76 OR low_confidence_cap_triggered,6,3m 10s,35s,"{""weights"": {""accuracy"": 0.35, ""control"": 0.25, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""note1_abs_cents"", ""note2_abs_cents"", ""interval_size_error_semitones"", ""correct_direction"", ""stability_stddev_cents_note2""], ""pass_rule"": ""score >= threshold AND interval_size_error_semitones <= 1""}",76,"[""reduce range if the leap feels strained""]"
D057,S2_L04,S2,R2,Echo and Shape 4,melody_echo,note_sequence_memory,melody_recall,medium,3,"[""D056""]","Listen to the short pattern once or twice, then echo it back in order. Use the reference replay if needed.","[""follow the contour"", ""wait for the start cue""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 76 OR low_confidence_cap_triggered,4,3m 20s,35s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",76,"[""stay in speech-like volume on first tries""]"
D058,S2_L04,S2,R4,Reference Match 4,match_note,single_note_matching,pitch_accuracy,medium,4,"[""D057""]","Listen to the reference, then sing the same pitch and settle in the center. Use the reference replay if needed.","[""listen first, then sing"", ""adjust slowly not suddenly""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 76 OR low_confidence_cap_triggered,5,3m 30s,35s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",76,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D059,S2_L04,S2,R4,Glide into Tune 4,pitch_slide,pitch_entry,pitch_accuracy,medium,5,"[""D058""]","Start below or above the target as prompted, then slide smoothly into tune. Use the reference replay if needed.","[""move continuously"", ""arrive before you hold""]","[""jumping instead of sliding"", ""overshooting above target"", ""uneven airflow""]","[""move continuously not abruptly"", ""arrive and settle before holding"", ""let the breath stay even""]",score >= threshold AND correct_direction = true,score < 76 OR low_confidence_cap_triggered,6,3m 40s,35s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.2}, ""metrics"": [""entry_time_ms"", ""hold_after_entry_ms"", ""slide_jerk_index"", ""correct_direction"", ""final_abs_cents""], ""pass_rule"": ""score >= threshold AND correct_direction = true""}",76,"[""keep slides in a comfortable range"", ""avoid pushing volume at the top of the slide""]"
D060,S2_L04,S2,R3,Safe Short Run 4,confidence_rep,recording_confidence,performance_confidence,medium,6,"[""D059""]",Complete the short rep from start to finish without stopping yourself. Use the reference replay if needed.,"[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 76 OR low_confidence_cap_triggered,3,3m 50s,35s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",76,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D061,S2_L05,S2,R2,Melody Memory 5,melody_echo,note_sequence_memory,melody_recall,easy,1,[],"Listen to the short pattern once or twice, then echo it back in order. Use the reference replay if needed.","[""follow the contour"", ""wait for the start cue""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 76 OR low_confidence_cap_triggered,5,3m 0s,35s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",76,"[""stay in speech-like volume on first tries""]"
D062,S2_L05,S2,R1,Echo and Shape 5,melody_echo,note_sequence_memory,melody_recall,medium,2,"[""D061""]","Listen to the short pattern once or twice, then echo it back in order. Use the reference replay if needed.","[""follow the contour"", ""wait for the start cue""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 76 OR low_confidence_cap_triggered,6,3m 10s,35s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",76,"[""stay in speech-like volume on first tries""]"
D063,S2_L05,S2,R2,Step the Interval 5,interval_jump,mixed_interval_recall,interval_accuracy,medium,3,"[""D062""]","Hear both notes, then sing the jump cleanly without sliding unless told. Use the reference replay if needed.","[""hear both notes in your head"", ""keep the jump light""]","[""wrong direction"", ""undershooting the jump"", ""forgetting the first note center""]","[""hear both notes before singing"", ""anchor the first pitch"", ""keep the jump light not forced""]",score >= threshold AND interval_size_error_semitones <= 1,score < 76 OR low_confidence_cap_triggered,4,3m 20s,35s,"{""weights"": {""accuracy"": 0.35, ""control"": 0.25, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""note1_abs_cents"", ""note2_abs_cents"", ""interval_size_error_semitones"", ""correct_direction"", ""stability_stddev_cents_note2""], ""pass_rule"": ""score >= threshold AND interval_size_error_semitones <= 1""}",76,"[""reduce range if the leap feels strained""]"
